Time,Bid,Ask,Volume
2026.01.25 23:02:07,5018.609,5018.769,0
2026.01.25 23:02:07,5018.641,5018.801,0
2026.01.25 23:02:07,5018.948,5019.108,0
2026.01.25 23:02:07,5019.167,5019.327,0
2026.01.25 23:02:07,5019.521,5019.681,0
2026.01.25 23:02:07,5019.586,5019.746,0
2026.01.25 23:02:07,5019.669,5019.829,0
2026.01.25 23:02:07,5019.711,5019.871,0
2026.01.25 23:02:07,5019.749,5019.909,0
2026.01.25 23:02:07,5019.774,5019.934,0
2026.01.25 23:02:07,5019.741,5019.901,0
2026.01.25 23:02:07,5019.715,5019.875,0
2026.01.25 23:02:07,5019.678,5019.838,0
2026.01.25 23:02:08,5019.619,5019.779,0
2026.01.25 23:02:08,5019.568,5019.728,0
2026.01.25 23:02:08,5019.525,5019.685,0
2026.01.25 23:02:08,5019.480,5019.640,0
2026.01.25 23:02:08,5019.446,5019.606,0
2026.01.25 23:02:08,5019.407,5019.567,0
2026.01.25 23:02:08,5019.379,5019.539,0
2026.01.25 23:02:08,5019.337,5019.497,0
2026.01.25 23:02:08,5019.309,5019.469,0
2026.01.25 23:02:08,5019.260,5019.420,0
2026.01.25 23:02:08,5019.198,5019.358,0
2026.01.25 23:02:08,5019.143,5019.303,0
2026.01.25 23:02:08,5019.108,5019.268,0
2026.01.25 23:02:08,5019.083,5019.243,0
2026.01.25 23:02:08,5019.130,5019.290,0
2026.01.25 23:02:08,5019.180,5019.340,0
2026.01.25 23:02:08,5019.242,5019.402,0
2026.01.25 23:02:08,5019.290,5019.450,0
2026.01.25 23:02:08,5019.333,5019.493,0
2026.01.25 23:02:08,5019.412,5019.572,0
2026.01.25 23:02:08,5019.503,5019.663,0
2026.01.25 23:02:08,5019.540,5019.700,0
2026.01.25 23:02:08,5019.582,5019.742,0
2026.01.25 23:02:08,5019.609,5019.769,0
2026.01.25 23:02:08,5019.647,5019.807,0
2026.01.25 23:02:08,5019.681,5019.841,0
2026.01.25 23:02:08,5019.714,5019.874,0
2026.01.25 23:02:08,5019.791,5019.951,0
2026.01.25 23:02:08,5019.874,5020.034,0
2026.01.25 23:02:08,5019.902,5020.062,0
2026.01.25 23:02:08,5019.874,5020.034,0
2026.01.25 23:02:08,5019.925,5020.085,0
2026.01.25 23:02:08,5019.896,5020.056,0
2026.01.25 23:02:08,5019.937,5020.097,0
2026.01.25 23:02:08,5019.987,5020.147,0
2026.01.25 23:02:08,5020.013,5020.173,0
2026.01.25 23:02:09,5020.043,5020.203,0
2026.01.25 23:02:09,5020.069,5020.229,0
2026.01.25 23:02:09,5020.105,5020.265,0
2026.01.25 23:02:09,5020.144,5020.304,0
2026.01.25 23:02:09,5020.171,5020.331,0
2026.01.25 23:02:09,5020.220,5020.380,0
2026.01.25 23:02:09,5020.281,5020.441,0
2026.01.25 23:02:09,5020.546,5020.706,0
2026.01.25 23:02:09,5020.718,5020.878,0
2026.01.25 23:02:09,5020.759,5020.919,0
2026.01.25 23:02:09,5020.796,5020.956,0
2026.01.25 23:02:09,5020.825,5020.985,0
2026.01.25 23:02:09,5020.801,5020.961,0
2026.01.25 23:02:09,5020.770,5020.930,0
2026.01.25 23:02:10,5020.800,5020.960,0
2026.01.25 23:02:10,5020.768,5020.928,0
2026.01.25 23:02:10,5020.710,5020.870,0
2026.01.25 23:02:10,5020.658,5020.818,0
2026.01.25 23:02:10,5020.614,5020.774,0
2026.01.25 23:02:10,5020.572,5020.732,0
2026.01.25 23:02:10,5020.517,5020.677,0
2026.01.25 23:02:10,5020.468,5020.628,0
2026.01.25 23:02:10,5020.440,5020.600,0
2026.01.25 23:02:10,5020.398,5020.558,0
2026.01.25 23:02:10,5020.368,5020.528,0
2026.01.25 23:02:10,5020.338,5020.498,0
2026.01.25 23:02:10,5020.309,5020.469,0
2026.01.25 23:02:10,5020.243,5020.403,0
2026.01.25 23:02:10,5020.192,5020.352,0
2026.01.25 23:02:10,5020.149,5020.309,0
2026.01.25 23:02:10,5020.115,5020.275,0
2026.01.25 23:02:10,5020.073,5020.233,0
2026.01.25 23:02:10,5020.034,5020.194,0
2026.01.25 23:02:10,5019.965,5020.125,0
2026.01.25 23:02:10,5019.910,5020.070,0
2026.01.25 23:02:10,5019.875,5020.035,0
2026.01.25 23:02:10,5019.838,5019.998,0
2026.01.25 23:02:10,5019.867,5020.027,0
2026.01.25 23:02:10,5019.980,5020.140,0
2026.01.25 23:02:10,5020.083,5020.243,0
2026.01.25 23:02:10,5020.117,5020.277,0
2026.01.25 23:02:10,5020.163,5020.323,0
2026.01.25 23:02:10,5020.223,5020.383,0
2026.01.25 23:02:10,5020.271,5020.431,0
2026.01.25 23:02:10,5020.295,5020.455,0
2026.01.25 23:02:10,5020.322,5020.482,0
2026.01.25 23:02:10,5020.359,5020.519,0
2026.01.25 23:02:10,5020.391,5020.551,0
2026.01.25 23:05:24,5007.180,5007.340,0
2026.01.25 23:05:24,5007.155,5007.315,0
2026.01.25 23:05:24,5007.126,5007.286,0
2026.01.25 23:05:24,5007.226,5007.386,0
2026.01.25 23:05:24,5007.306,5007.466,0
2026.01.25 23:05:24,5007.352,5007.512,0
2026.01.25 23:05:24,5007.392,5007.552,0
2026.01.25 23:05:24,5007.350,5007.510,0
2026.01.25 23:05:24,5007.300,5007.460,0
2026.01.25 23:05:24,5007.255,5007.415,0
2026.01.25 23:05:24,5007.221,5007.381,0
2026.01.25 23:05:24,5007.173,5007.333,0
2026.01.25 23:05:24,5007.123,5007.283,0
2026.01.25 23:05:24,5007.080,5007.240,0
2026.01.25 23:05:24,5007.054,5007.214,0
2026.01.25 23:05:24,5007.023,5007.183,0
2026.01.25 23:05:25,5006.995,5007.155,0
2026.01.25 23:05:25,5007.055,5007.215,0
2026.01.25 23:05:25,5007.126,5007.286,0
2026.01.25 23:05:25,5007.166,5007.326,0
2026.01.25 23:05:25,5007.016,5007.176,0
2026.01.25 23:05:25,5007.065,5007.225,0
2026.01.25 23:05:25,5007.212,5007.372,0
2026.01.25 23:05:25,5007.267,5007.427,0
2026.01.25 23:05:25,5007.296,5007.456,0
2026.01.25 23:05:25,5007.428,5007.588,0
2026.01.25 23:05:25,5007.642,5007.802,0
2026.01.25 23:05:25,5007.720,5007.880,0
2026.01.25 23:05:25,5007.748,5007.908,0
2026.01.25 23:05:25,5007.955,5008.115,0
2026.01.25 23:05:25,5008.019,5008.179,0
2026.01.25 23:05:25,5008.201,5008.361,0
2026.01.25 23:05:25,5008.449,5008.609,0
2026.01.25 23:05:25,5008.381,5008.541,0
2026.01.25 23:05:25,5008.228,5008.388,0
2026.01.25 23:05:25,5008.101,5008.261,0
2026.01.25 23:05:25,5008.610,5008.770,0
2026.01.25 23:05:25,5008.769,5008.929,0
2026.01.25 23:05:25,5008.853,5009.013,0
2026.01.25 23:05:25,5008.924,5009.084,0
2026.01.25 23:05:25,5008.435,5008.595,0
2026.01.25 23:05:25,5008.271,5008.431,0
2026.01.25 23:05:25,5008.008,5008.168,0
2026.01.25 23:05:25,5007.920,5008.080,0
2026.01.25 23:05:25,5007.891,5008.051,0
2026.01.25 23:05:25,5007.866,5008.026,0
2026.01.25 23:05:25,5008.066,5008.226,0
2026.01.25 23:05:25,5008.128,5008.288,0
2026.01.25 23:05:25,5008.166,5008.326,0
2026.01.25 23:05:25,5008.122,5008.282,0
2026.01.25 23:05:25,5008.053,5008.213,0
2026.01.25 23:05:25,5008.018,5008.178,0
2026.01.25 23:05:25,5008.067,5008.227,0
2026.01.25 23:05:25,5008.130,5008.290,0
2026.01.25 23:05:25,5008.172,5008.332,0
2026.01.25 23:05:25,5008.254,5008.414,0
2026.01.25 23:05:25,5008.303,5008.463,0
2026.01.25 23:05:25,5008.333,5008.493,0
2026.01.25 23:05:25,5008.368,5008.528,0
2026.01.25 23:05:25,5008.399,5008.559,0
2026.01.25 23:05:25,5008.348,5008.508,0
2026.01.25 23:05:25,5008.443,5008.603,0
2026.01.25 23:05:25,5008.585,5008.745,0
2026.01.25 23:05:26,5008.623,5008.783,0
2026.01.25 23:05:26,5008.682,5008.842,0
2026.01.25 23:05:26,5008.633,5008.793,0
2026.01.25 23:05:26,5008.593,5008.753,0
2026.01.25 23:05:26,5008.535,5008.695,0
2026.01.25 23:05:26,5008.491,5008.651,0
2026.01.25 23:05:26,5008.441,5008.601,0
2026.01.25 23:05:26,5008.565,5008.725,0
2026.01.25 23:05:26,5008.596,5008.756,0
2026.01.25 23:05:26,5008.694,5008.854,0
2026.01.25 23:05:26,5008.724,5008.884,0
2026.01.25 23:05:26,5008.680,5008.840,0
2026.01.25 23:05:26,5008.620,5008.780,0
2026.01.25 23:05:26,5008.557,5008.717,0
2026.01.25 23:05:26,5008.474,5008.634,0
2026.01.25 23:05:26,5008.444,5008.604,0
2026.01.25 23:05:26,5008.410,5008.570,0
2026.01.25 23:05:26,5008.355,5008.515,0
2026.01.25 23:05:26,5008.303,5008.463,0
2026.01.25 23:05:26,5008.274,5008.434,0
2026.01.25 23:05:26,5008.249,5008.409,0
2026.01.25 23:05:27,5008.196,5008.356,0
2026.01.25 23:05:27,5008.171,5008.331,0
2026.01.25 23:05:27,5008.144,5008.304,0
2026.01.25 23:05:27,5008.112,5008.272,0
2026.01.25 23:05:27,5008.062,5008.222,0
2026.01.25 23:05:27,5008.028,5008.188,0
2026.01.25 23:05:27,5007.998,5008.158,0
2026.01.25 23:05:27,5007.962,5008.122,0
2026.01.25 23:05:27,5007.936,5008.096,0
2026.01.25 23:05:27,5007.911,5008.071,0
2026.01.25 23:05:27,5007.877,5008.037,0
2026.01.25 23:05:27,5007.848,5008.008,0
2026.01.25 23:05:27,5007.824,5007.984,0
2026.01.25 23:05:27,5007.792,5007.952,0
2026.01.25 23:05:27,5007.767,5007.927,0
2026.01.25 23:05:27,5007.738,5007.898,0
2026.01.25 23:05:27,5007.705,5007.865,0
2026.01.25 23:05:27,5007.667,5007.827,0
2026.01.25 23:05:27,5007.642,5007.802,0
2026.01.25 23:05:27,5007.606,5007.766,0
2026.01.25 23:05:27,5007.563,5007.723,0
2026.01.25 23:05:27,5007.538,5007.698,0
2026.01.25 23:05:27,5007.506,5007.666,0
2026.01.25 23:05:27,5007.481,5007.641,0
2026.01.25 23:05:27,5007.454,5007.614,0
2026.01.25 23:05:27,5007.423,5007.583,0
2026.01.25 23:05:27,5007.394,5007.554,0
2026.01.25 23:05:27,5007.366,5007.526,0
2026.01.25 23:05:27,5007.342,5007.502,0
2026.01.25 23:05:27,5007.310,5007.470,0
2026.01.25 23:05:27,5007.286,5007.446,0
2026.01.25 23:05:27,5007.253,5007.413,0
2026.01.25 23:05:27,5007.305,5007.465,0
2026.01.25 23:05:27,5007.380,5007.540,0
2026.01.25 23:05:27,5007.512,5007.672,0
2026.01.25 23:05:27,5007.646,5007.806,0
2026.01.25 23:05:28,5007.694,5007.854,0
2026.01.25 23:05:28,5007.724,5007.884,0
2026.01.25 23:05:28,5007.691,5007.851,0
2026.01.25 23:05:28,5007.780,5007.940,0
2026.01.25 23:05:28,5007.836,5007.996,0
2026.01.25 23:05:28,5007.863,5008.023,0
2026.01.25 23:05:28,5007.889,5008.049,0
2026.01.25 23:05:28,5007.917,5008.077,0
2026.01.25 23:05:28,5007.944,5008.104,0
2026.01.25 23:05:28,5007.973,5008.133,0
2026.01.25 23:05:28,5008.061,5008.221,0
2026.01.25 23:05:28,5008.133,5008.293,0
2026.01.25 23:05:28,5008.180,5008.340,0
2026.01.25 23:05:28,5008.147,5008.307,0
2026.01.25 23:05:28,5008.093,5008.253,0
2026.01.25 23:05:28,5008.036,5008.196,0
2026.01.25 23:05:28,5007.978,5008.138,0
2026.01.25 23:05:28,5008.017,5008.177,0
2026.01.25 23:05:28,5008.087,5008.247,0
2026.01.25 23:05:28,5008.125,5008.285,0
2026.01.25 23:05:28,5008.154,5008.314,0
2026.01.25 23:05:28,5008.232,5008.392,0
2026.01.25 23:05:28,5008.290,5008.450,0
2026.01.25 23:05:28,5008.315,5008.475,0
2026.01.25 23:05:28,5008.365,5008.525,0
2026.01.25 23:05:28,5008.275,5008.435,0
2026.01.25 23:05:28,5008.172,5008.332,0
2026.01.25 23:05:28,5008.104,5008.264,0
2026.01.25 23:05:28,5008.072,5008.232,0
2026.01.25 23:05:28,5008.021,5008.181,0
2026.01.25 23:05:28,5007.992,5008.152,0
2026.01.25 23:05:28,5007.916,5008.076,0
2026.01.25 23:05:28,5007.838,5007.998,0
2026.01.25 23:05:28,5007.796,5007.956,0
2026.01.25 23:05:28,5007.756,5007.916,0
2026.01.25 23:05:28,5007.723,5007.883,0
2026.01.25 23:05:28,5007.692,5007.852,0
2026.01.25 23:05:28,5007.668,5007.828,0
2026.01.25 23:05:28,5007.729,5007.889,0
2026.01.25 23:05:28,5007.775,5007.935,0
2026.01.25 23:05:28,5007.837,5007.997,0
2026.01.25 23:05:28,5007.744,5007.904,0
2026.01.25 23:05:28,5007.621,5007.781,0
2026.01.25 23:05:28,5007.566,5007.726,0
2026.01.25 23:05:28,5007.529,5007.689,0
2026.01.25 23:05:28,5007.623,5007.783,0
2026.01.25 23:05:28,5007.698,5007.858,0
2026.01.25 23:05:28,5007.591,5007.751,0
2026.01.25 23:05:28,5007.537,5007.697,0
2026.01.25 23:05:28,5007.445,5007.605,0
2026.01.25 23:05:28,5007.418,5007.578,0
2026.01.25 23:05:29,5007.456,5007.616,0
2026.01.25 23:05:29,5007.509,5007.669,0
2026.01.25 23:05:29,5007.444,5007.604,0
2026.01.25 23:05:29,5007.417,5007.577,0
2026.01.25 23:05:29,5007.495,5007.655,0
2026.01.25 23:05:29,5007.558,5007.718,0
2026.01.25 23:05:29,5007.616,5007.776,0
2026.01.25 23:05:29,5007.535,5007.695,0
2026.01.25 23:05:29,5007.496,5007.656,0
2026.01.25 23:05:29,5007.553,5007.713,0
2026.01.25 23:05:29,5007.461,5007.621,0
2026.01.25 23:05:29,5007.297,5007.457,0
2026.01.25 23:05:29,5007.247,5007.407,0
2026.01.25 23:05:29,5007.315,5007.475,0
2026.01.25 23:05:29,5007.519,5007.679,0
2026.01.25 23:05:29,5007.625,5007.785,0
2026.01.25 23:05:29,5007.652,5007.812,0
2026.01.25 23:05:29,5007.602,5007.762,0
2026.01.25 23:05:29,5007.535,5007.695,0
2026.01.25 23:05:29,5007.581,5007.741,0
2026.01.25 23:05:29,5007.532,5007.692,0
2026.01.25 23:05:29,5007.489,5007.649,0
2026.01.25 23:05:29,5007.408,5007.568,0
2026.01.25 23:05:29,5007.354,5007.514,0
2026.01.25 23:05:29,5007.301,5007.461,0
2026.01.25 23:05:29,5007.272,5007.432,0
2026.01.25 23:05:29,5007.236,5007.396,0
2026.01.25 23:05:29,5007.164,5007.324,0
2026.01.25 23:05:29,5007.076,5007.236,0
2026.01.25 23:05:29,5007.009,5007.169,0
2026.01.25 23:05:29,5006.977,5007.137,0
2026.01.25 23:05:29,5006.945,5007.105,0
2026.01.25 23:05:30,5006.909,5007.069,0
2026.01.25 23:05:30,5006.883,5007.043,0
2026.01.25 23:05:30,5006.852,5007.012,0
2026.01.25 23:05:30,5006.827,5006.987,0
2026.01.25 23:05:30,5006.782,5006.942,0
2026.01.25 23:05:30,5006.749,5006.909,0
2026.01.25 23:05:30,5006.719,5006.879,0
2026.01.25 23:05:30,5006.778,5006.938,0
2026.01.25 23:05:30,5007.016,5007.176,0
2026.01.25 23:05:30,5007.145,5007.305,0
2026.01.25 23:05:30,5007.255,5007.415,0
2026.01.25 23:05:30,5007.293,5007.453,0
2026.01.25 23:05:30,5007.338,5007.498,0
2026.01.25 23:05:30,5007.308,5007.468,0
2026.01.25 23:05:30,5007.217,5007.377,0
2026.01.25 23:05:30,5007.173,5007.333,0
